0.03479,-5.17966
-0.0784912,-5.22815
0.00201416,-5.09564
-0.0643921,-4.84885
-0.03479,-4.69156
0.0931396,-4.72562
-0.151184,-4.66177
0.0248413,-4.64523
0.151123,-4.48364
0.226807,-4.57785
0.322144,-4.46289
0.139587,-4.46167
0.149109,-4.51849
0.213562,-4.37714
0.312988,-4.47827
0.105469,-4.5079
0.205627,-4.5343
0.000854492,-4.62088
-0.0822144,-4.47867
-0.123413,-4.53711
-0.0501099,-4.33835
-0.0170288,-4.19965
-0.0317383,-3.70035
-0.0692749,-3.73203
0.0351563,-3.39706
0.147766,-3.60745
0.0991821,-3.52161
-0.0098877,-3.27338
0.129333,-3.47073
0.0284424,-3.44391
0.0567017,-3.36771
-0.0897827,-3.36368
-0.261902,-3.23291
-0.130127,-3.15762
-0.1651,-2.93503
-0.26123,-2.89273
-0.0389404,-2.84454
-0.238403,-2.70703
-0.382568,-2.6973
-0.307922,-2.78287
-0.251465,-2.68533
-0.140259,-3.01294
0.0656738,-2.82019
0.0513916,-2.78046
0.0411377,-2.74268
0.146118,-2.74265
0.23584,-2.67682
0.0631104,-2.41806
-0.0327148,-2.31964
-0.0575562,-1.67566
8.09155,-2.83569
8.12976,-2.70584
8.09436,-2.827
8.02277,-2.87277
7.99884,-2.80591
8.02209,-3.01569
7.96112,-2.96854
7.80389,-2.79312
7.8222,-2.68842
7.79114,-2.68851
7.81506,-2.6297
7.39758,-2.36005
7.13037,-2.29324
7.08423,-2.28445
6.85333,-2.11905
6.8288,-2.19659
6.6781,-2.07562
6.71503,-2.15207
6.67401,-2.03769
6.65039,-1.97128
6.52942,-1.91248
6.40356,-1.67087
6.26263,-1.55798
6.11389,-1.58319
6.00061,-1.64874
5.84283,-1.65448
5.85315,-1.73306
5.63098,-1.93152
5.51166,-2.20154
5.29553,-2.21255
5.30194,-2.24976
5.28009,-2.29651
5.2182,-2.21927
5.06409,-2.09494
5.03894,-2.04797
4.92743,-2.01382
4.9801,-2.12924
4.91656,-2.28745
4.50415,-2.25705
4.52423,-2.30627
4.26544,-2.46121
4.05365,-2.39224
3.76782,-2.26343
3.57825,-2.09964
3.44403,-1.97333
3.46045,-1.92166
3.3653,-1.33072
3.29791,-1.17062
3.1424,-1.37949
3.10822,-1.33737
